Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,,Seagate,ST3750640NS 750GB,617,34.4,6148,https://hdd.userbenchmark.com/SpeedTest/4285/ST3750640NS
HDD,,Seagate,ST3300820SCE 300GB,618,34.4,455,https://hdd.userbenchmark.com/SpeedTest/1944/ST3300820SCE
HDD,,Hitachi,HTS547564A9E384 640GB,619,34.4,8521,https://hdd.userbenchmark.com/SpeedTest/953/Hitachi-HTS547564A9E384
HDD,,Seagate,ST3250820AS 250GB,620,34.4,9089,https://hdd.userbenchmark.com/SpeedTest/1655/ST3250820AS
HDD,,Toshiba,MK3265GSX 320GB,621,34.4,3009,https://hdd.userbenchmark.com/SpeedTest/382/TOSHIBA-MK3265GSX
HDD,,Hitachi,HCS545050GLA380 500GB,622,34.3,204,https://hdd.userbenchmark.com/SpeedTest/2081/Hitachi-HCS545050GLA380
HDD,WD6400BPVT,WD,Blue 2.5 640GB (2010),623,34.3,6793,https://hdd.userbenchmark.com/SpeedTest/799/WDC-WD6400BPVT-80HXZT1
HDD,,Seagate,ST3750840AS 750GB,624,34.3,513,https://hdd.userbenchmark.com/SpeedTest/3075/ST3750840AS
HDD,WD4000AAJS,WD,Blue 400GB (2007),625,34.3,1145,https://hdd.userbenchmark.com/SpeedTest/1532/WDC-WD4000AAJS-00YFA0
HDD,,Seagate,ST9160412ASG 160GB,626,34.3,454,https://hdd.userbenchmark.com/SpeedTest/4331/ST9160412ASG
HDD,,Maxtor,STM3320620AS 320GB,627,34.3,10,https://hdd.userbenchmark.com/SpeedTest/7871/MAXTOR--STM3320620AS
HDD,,Seagate,ST3250620AS 250GB,628,34.3,4085,https://hdd.userbenchmark.com/SpeedTest/2769/ST3250620AS
HDD,,Toshiba,MK6475GS 640GB,629,34.2,53,https://hdd.userbenchmark.com/SpeedTest/3610/TOSHIBA-MK6475GS
HDD,,Samsung,HD321KJ 320GB,630,34.2,11258,https://hdd.userbenchmark.com/SpeedTest/1934/SAMSUNG-HD321KJ
HDD,,Hitachi,HCC547550A9E380 500GB,632,34.1,359,https://hdd.userbenchmark.com/SpeedTest/8947/Hitachi-HCC547550A9E380
HDD,WD1600BEKT,WD,Black 2.5 160GB (2010),633,34,1428,https://hdd.userbenchmark.com/SpeedTest/2369/WDC-WD1600BEKT-60V5T1
HDD,,Samsung,HM321HI 320GB,634,34,5848,https://hdd.userbenchmark.com/SpeedTest/2705/SAMSUNG-HM321HI
HDD,,Seagate,ST3750640AS 750GB,635,34,4751,https://hdd.userbenchmark.com/SpeedTest/1206/ST3750640AS
HDD,,Samsung,HD320KJ 320GB,636,34,2187,https://hdd.userbenchmark.com/SpeedTest/4162/SAMSUNG-HD320KJ
HDD,,Hitachi,HCS5C3232SLA380 320GB,637,34,499,https://hdd.userbenchmark.com/SpeedTest/8115/Hitachi-HCS5C3232SLA380
HDD,,Toshiba,MK1059GSMP 1TB,638,34,1439,https://hdd.userbenchmark.com/SpeedTest/604/TOSHIBA-MK1059GSMP
HDD,,Hitachi,HTS543216A7A384 160GB,639,33.9,447,https://hdd.userbenchmark.com/SpeedTest/6327/Hitachi-HTS543216A7A384
HDD,,Maxtor,S TM3320820AS 320GB,640,33.9,193,https://hdd.userbenchmark.com/SpeedTest/2573/MAXTOR-S-TM3320820AS
HDD,,Seagate,ST3400620NS 400GB,641,33.8,470,https://hdd.userbenchmark.com/SpeedTest/9788/ST3400620NS
HDD,,Seagate,ST3400620AS 400GB,642,33.7,1763,https://hdd.userbenchmark.com/SpeedTest/5340/ST3400620AS
HDD,,Seagate,ST3500630NS 500GB,643,33.7,1852,https://hdd.userbenchmark.com/SpeedTest/1456/ST3500630NS
HDD,,Samsung,HM500JI 500GB,644,33.6,5467,https://hdd.userbenchmark.com/SpeedTest/1276/SAMSUNG-HM500JI
HDD,,Samsung,HM250HI 250GB,645,33.5,2763,https://hdd.userbenchmark.com/SpeedTest/2355/SAMSUNG-HM250HI
HDD,,Seagate,ST320LM001 HN-M320MBB 320GB,646,33.1,2967,https://hdd.userbenchmark.com/SpeedTest/5867/ST320LM001-HN-M320MBB
HDD,,WD,WD5000YS-18MPB1 500GB,647,33.1,726,https://hdd.userbenchmark.com/SpeedTest/12608/WDC-WD5000YS-18MPB1
HDD,,Fujitsu,MJA2250BH G2 250GB,648,33.1,644,https://hdd.userbenchmark.com/SpeedTest/4346/FUJITSU-MJA2250BH-G2
HDD,,WD,WD5000AAKB-00H8A0 500GB,649,32.9,818,https://hdd.userbenchmark.com/SpeedTest/4691/WDC-WD5000AAKB-00H8A0
HDD,,Hitachi,HTS547550A9E384 500GB,650,32.9,14699,https://hdd.userbenchmark.com/SpeedTest/938/Hitachi-HTS547550A9E384
HDD,,Fujitsu,MJA2500BH G2 500GB,651,32.9,1004,https://hdd.userbenchmark.com/SpeedTest/7426/FUJITSU-MJA2500BH-G2
HDD,,Samsung,HD081GJ 80GB,652,32.9,630,https://hdd.userbenchmark.com/SpeedTest/4836/SAMSUNG-HD081GJ
HDD,,Samsung,HM400JI 400GB,653,32.9,118,https://hdd.userbenchmark.com/SpeedTest/10816/SAMSUNG-HM400JI
HDD,,Seagate,ST3320820SCE 320GB,655,32.8,660,https://hdd.userbenchmark.com/SpeedTest/7203/ST3320820SCE
HDD,WD6400BEVT,WD,Blue 2.5 640GB (2009),657,32.8,3127,https://hdd.userbenchmark.com/SpeedTest/503/WDC-WD6400BEVT-22A0RT0
HDD,,Toshiba,MK6476GSX 640GB,658,32.8,2385,https://hdd.userbenchmark.com/SpeedTest/795/TOSHIBA-MK6476GSX
HDD,,WD,WD740GD-00FLA2 74GB,659,32.8,956,https://hdd.userbenchmark.com/SpeedTest/3765/WDC-WD740GD-00FLA2
HDD,,Hitachi,HDT725050VLA380 500GB,660,32.7,801,https://hdd.userbenchmark.com/SpeedTest/2605/Hitachi-HDT725050VLA380
HDD,,Toshiba,MK3276GSX 320GB,661,32.7,2763,https://hdd.userbenchmark.com/SpeedTest/7284/TOSHIBA-MK3276GSX
HDD,,WD,WD5000KS-00MNB0 500GB,662,32.6,786,https://hdd.userbenchmark.com/SpeedTest/2813/WDC-WD5000KS-00MNB0
HDD,,Seagate,ST9160412AS 160GB,664,32.6,1479,https://hdd.userbenchmark.com/SpeedTest/2544/ST9160412AS
HDD,,WD,WD3200AVVS-63L2B0 320GB,665,32.5,3946,https://hdd.userbenchmark.com/SpeedTest/5116/WDC-WD3200AVVS-63L2B0
HDD,ST320LT012,Seagate,Momentus Thin 5400.9 2.5 320GB,666,32.5,3941,https://hdd.userbenchmark.com/SpeedTest/3598/ST320LT012-9WS14C
HDD,,Toshiba,MK6459GSXP 640GB,667,32.5,1111,https://hdd.userbenchmark.com/SpeedTest/2337/TOSHIBA-MK6459GSXP
HDD,,Hitachi,HTS723216L9SA60 160GB,668,32.5,478,https://hdd.userbenchmark.com/SpeedTest/1119/HITACHI-HTS723216L9SA60
HDD,,Hitachi,HTS54755 500GB,669,32.4,136,https://hdd.userbenchmark.com/SpeedTest/1555/Hitachi-HTS54755
HDD,,Hitachi,HTS545050B9SA00 500GB,670,32.4,847,https://hdd.userbenchmark.com/SpeedTest/6645/Hitachi-HTS545050B9SA00
HDD,WD3200BPVT,WD,Blue 2.5 320GB (2010),671,32.4,18293,https://hdd.userbenchmark.com/SpeedTest/2595/WDC-WD3200BPVT-75JJ5T0
HDD,,Hitachi,HTS723216L9A360 160GB,672,32.4,422,https://hdd.userbenchmark.com/SpeedTest/5339/Hitachi-HTS723216L9A360
HDD,,Samsung,HD161HJ 160GB,673,32.3,10209,https://hdd.userbenchmark.com/SpeedTest/1496/SAMSUNG-HD161HJ
HDD,,Hitachi,HTS545050B9A300 500GB,675,32.2,12618,https://hdd.userbenchmark.com/SpeedTest/1634/Hitachi-HTS545050B9A300
HDD,HDP725016GLA380,Hitachi,Deskstar P7K500 160GB,676,32.2,1754,https://hdd.userbenchmark.com/SpeedTest/3051/Hitachi-HDP725016GLA380
HDD,,Maxtor,STM3250820A 250GB,677,32.2,242,https://hdd.userbenchmark.com/SpeedTest/9658/MAXTOR-STM3250820A
HDD,,Hitachi,HTS723232L9A360 320GB,678,32.2,695,https://hdd.userbenchmark.com/SpeedTest/6590/Hitachi-HTS723232L9A360
HDD,,Toshiba,MK2576GSX 250GB,679,32.2,503,https://hdd.userbenchmark.com/SpeedTest/1627/TOSHIBA-MK2576GSX
HDD,,Samsung,HD160HJ 160GB,680,32.1,989,https://hdd.userbenchmark.com/SpeedTest/5876/SAMSUNG-HD160HJ
HDD,,Seagate,ST3500830A 500GB,681,32.1,66,https://hdd.userbenchmark.com/SpeedTest/4792/ST3500830A
HDD,,Hitachi,HDT725032VLA 320GB,682,32.1,349,https://hdd.userbenchmark.com/SpeedTest/10037/Hitachi-HDT725032VLA
HDD,,Maxtor,STM3160811AS 160GB,683,32,309,https://hdd.userbenchmark.com/SpeedTest/10214/MAXTOR-STM3160811AS
HDD,,Seagate,ST332082 0SCE 320GB,684,32,63,https://hdd.userbenchmark.com/SpeedTest/4800/ST332082-0SCE
HDD,ST320LT020,Seagate,Momentus Thin 5400 2.5 320GB,685,32,5273,https://hdd.userbenchmark.com/SpeedTest/855/ST320LT020-9YG142
HDD,,Seagate,ST3200820AS 200GB,686,32,995,https://hdd.userbenchmark.com/SpeedTest/2833/ST3200820AS
HDD,ST9500325AS,Seagate,Momentus 5400.6 2.5 500GB,687,32,48742,https://hdd.userbenchmark.com/SpeedTest/166/ST9500325AS
HDD,,Maxtor,7V300F0 300GB,688,31.9,133,https://hdd.userbenchmark.com/SpeedTest/8427/Maxtor-7V300F0
HDD,,Samsung,HD082GJ 80GB,689,31.8,1043,https://hdd.userbenchmark.com/SpeedTest/5654/SAMSUNG-HD082GJ
HDD,,WD,WD2500AAJB-00J3A0 250GB,690,31.8,476,https://hdd.userbenchmark.com/SpeedTest/2580/WDC-WD2500AAJB-00J3A0
HDD,,Samsung,HD401LJ 400GB,691,31.8,1076,https://hdd.userbenchmark.com/SpeedTest/1229/SAMSUNG-HD401LJ
HDD,,Maxtor,6V300F0 300GB,693,31.7,846,https://hdd.userbenchmark.com/SpeedTest/2286/Maxtor-6V300F0
HDD,,Maxtor,STM3200820AS 200GB,694,31.6,193,https://hdd.userbenchmark.com/SpeedTest/4619/MAXTOR-STM3200820AS
HDD,,WD,WD5000AAJB-00YRA0 500GB,695,31.6,101,https://hdd.userbenchmark.com/SpeedTest/6902/WDC-WD5000AAJB-00YRA0
HDD,,Toshiba,MK3259GSXP 320GB,696,31.6,1796,https://hdd.userbenchmark.com/SpeedTest/705/TOSHIBA-MK3259GSXP
HDD,,Toshiba,MK6475GSX 640GB,697,31.6,5376,https://hdd.userbenchmark.com/SpeedTest/3809/TOSHIBA-MK6475GSX
HDD,,Fujitsu,MJA2320BH G2 320GB,698,31.5,689,https://hdd.userbenchmark.com/SpeedTest/3975/FUJITSU-MJA2320BH-G2
HDD,,WD,WD3200AAJB-00J3A0 320GB,699,31.4,980,https://hdd.userbenchmark.com/SpeedTest/2623/WDC-WD3200AAJB-00J3A0
HDD,,Samsung,HD753LI 750GB,700,31.3,30,https://hdd.userbenchmark.com/SpeedTest/10511/SAMSUNG-HD753LI
HDD,,WD,WD1600AABS-00PRA0 160GB,701,31.3,4423,https://hdd.userbenchmark.com/SpeedTest/1353/WDC-WD1600AABS-00PRA0
HDD,,Samsung,HD400LJ 400GB,702,31.3,998,https://hdd.userbenchmark.com/SpeedTest/4474/SAMSUNG-HD400LJ
HDD,,Hitachi,HDT725032VLA380 320GB,703,31.2,3330,https://hdd.userbenchmark.com/SpeedTest/2691/Hitachi-HDT725032VLA380
HDD,,Seagate,ST3250820A 250GB,704,31.2,461,https://hdd.userbenchmark.com/SpeedTest/709/ST3250820A
HDD,,Maxtor,7H500F0 500GB,705,31.2,586,https://hdd.userbenchmark.com/SpeedTest/3697/Maxtor-7H500F0
HDD,,Hitachi,HTS545050KTA300 500GB,706,31.2,154,https://hdd.userbenchmark.com/SpeedTest/9294/Hitachi-HTS545050KTA300
HDD,,Maxtor,STM3160815AS 160GB,707,31.1,1488,https://hdd.userbenchmark.com/SpeedTest/6381/MAXTOR-STM3160815AS
HDD,,Hitachi,HTS545032B9SA00 320GB,709,31.1,664,https://hdd.userbenchmark.com/SpeedTest/10455/Hitachi-HTS545032B9SA00
HDD,,WD,WD3200AAVS-00ZTB0 320GB,710,31,341,https://hdd.userbenchmark.com/SpeedTest/5519/WDC-WD3200AAVS-00ZTB0
HDD,,WD,WD1600AAJB-00PVA0 160GB,711,31,1216,https://hdd.userbenchmark.com/SpeedTest/4799/WDC-WD1600AAJB-00PVA0
HDD,,Seagate,ST3250620A 250GB,712,31,359,https://hdd.userbenchmark.com/SpeedTest/8803/ST3250620A
HDD,,Toshiba,MK5059GSXP 500GB,713,30.9,3233,https://hdd.userbenchmark.com/SpeedTest/2764/TOSHIBA-MK5059GSXP
HDD,,Seagate,ST9250315AS 250GB,714,30.9,7917,https://hdd.userbenchmark.com/SpeedTest/624/ST9250315AS
HDD,,Seagate,ST3160815AS 160GB,716,30.9,21857,https://hdd.userbenchmark.com/SpeedTest/1990/ST3160815AS
HDD,,Toshiba,MK3275GSX 320GB,717,30.8,2318,https://hdd.userbenchmark.com/SpeedTest/6320/TOSHIBA-MK3275GSX
HDD,WD5000BEVT,WD,Blue 2.5 500GB (2009),718,30.8,16472,https://hdd.userbenchmark.com/SpeedTest/1943/WDC-WD5000BEVT-22A0RT0
HDD,,Seagate,ST3300822AS 300GB,719,30.8,324,https://hdd.userbenchmark.com/SpeedTest/4225/ST3300822AS
HDD,,Hitachi,HTS723225L9A360 250GB,720,30.8,333,https://hdd.userbenchmark.com/SpeedTest/4544/Hitachi-HTS723225L9A360
HDD,,Samsung,SP2504C 250GB,721,30.7,7842,https://hdd.userbenchmark.com/SpeedTest/2057/SAMSUNG-SP2504C
HDD,,WD,WD1600AVBS-63SVA0 160GB,722,30.7,311,https://hdd.userbenchmark.com/SpeedTest/3472/WDC-WD1600AVBS-63SVA0
HDD,,Hitachi,HTS543232A7A384 320GB,723,30.7,8801,https://hdd.userbenchmark.com/SpeedTest/4638/HITACHI-HTS543232A7A384
HDD,,Toshiba,MK5055GSXN 500GB,724,30.7,453,https://hdd.userbenchmark.com/SpeedTest/1798/TOSHIBA-MK5055GSXN
HDD,,Seagate,ST3160815SV 160GB,725,30.7,396,https://hdd.userbenchmark.com/SpeedTest/10181/ST3160815SV
HDD,,Hitachi,HTS545032A7E380 320GB,726,30.6,2828,https://hdd.userbenchmark.com/SpeedTest/1588/Hitachi-HTS545032A7E380
HDD,,Fujitsu,MHZ2160BJ FFS G2 160GB,727,30.6,80,https://hdd.userbenchmark.com/SpeedTest/3938/FUJITSU-MHZ2160BJ-FFS-G2
HDD,,Seagate,ST3160812AS 160GB,728,30.6,6526,https://hdd.userbenchmark.com/SpeedTest/1935/ST3160812AS
HDD,,Maxtor,6V080E0 82GB,729,30.6,500,https://hdd.userbenchmark.com/SpeedTest/2524/Maxtor-6V080E0
HDD,,Maxtor,STM3320820A 320GB,730,30.5,155,https://hdd.userbenchmark.com/SpeedTest/5392/MAXTOR-STM3320820A
HDD,,Maxtor,6V320F0 320GB,731,30.5,437,https://hdd.userbenchmark.com/SpeedTest/7185/Maxtor-6V320F0
HDD,,Hitachi,HDT725040VLA360 400GB,732,30.4,888,https://hdd.userbenchmark.com/SpeedTest/1719/Hitachi-HDT725040VLA360
HDD,,Samsung,HD252KJ 250GB,733,30.4,846,https://hdd.userbenchmark.com/SpeedTest/3923/SAMSUNG-HD252KJ
HDD,,Samsung,HM320II 320GB,734,30.4,1220,https://hdd.userbenchmark.com/SpeedTest/8571/SAMSUNG-HM320II
HDD,,Maxtor,6V250F0 251GB,735,30.3,1010,https://hdd.userbenchmark.com/SpeedTest/2361/Maxtor-6V250F0
HDD,,Hitachi,HDS721616PLA380 160GB,736,30.2,5226,https://hdd.userbenchmark.com/SpeedTest/2578/Hitachi-HDS721616PLA380
HDD,,Hitachi,HUA721075KLA 750GB,737,30.1,18,https://hdd.userbenchmark.com/SpeedTest/6886/Hitachi-HUA721075KLA
HDD,,Toshiba,MK5076GSXN 500GB,738,30.1,361,https://hdd.userbenchmark.com/SpeedTest/11398/TOSHIBA-MK5076GSXN
HDD,,Toshiba,MK5075GSX 500GB,739,30,3498,https://hdd.userbenchmark.com/SpeedTest/4046/TOSHIBA-MK5075GSX
HDD,,Seagate,ST3500630A 500GB,740,30,475,https://hdd.userbenchmark.com/SpeedTest/6609/ST3500630A
HDD,,Maxtor,6V160E0 160GB,741,29.9,1305,https://hdd.userbenchmark.com/SpeedTest/4072/Maxtor-6V160E0
HDD,,Toshiba,MK5065GSXN 500GB,742,29.8,1240,https://hdd.userbenchmark.com/SpeedTest/5561/TOSHIBA-MK5065GSXN
HDD,,Samsung,HD403LJ 400GB,743,29.8,2868,https://hdd.userbenchmark.com/SpeedTest/3800/SAMSUNG-HD403LJ
HDD,,Toshiba,MK5055GSX 500GB,744,29.8,2971,https://hdd.userbenchmark.com/SpeedTest/2029/TOSHIBA-MK5055GSX
HDD,,Seagate,ST3160211AS 160GB,745,29.8,801,https://hdd.userbenchmark.com/SpeedTest/7276/ST3160211AS
HDD,,Seagate,ST3250823AS 250GB,746,29.7,2888,https://hdd.userbenchmark.com/SpeedTest/2690/ST3250823AS
HDD,,Seagate,ST3400832AS 400GB,747,29.7,1132,https://hdd.userbenchmark.com/SpeedTest/780/ST3400832AS
HDD,,Seagate,ST3160811AS 160GB,748,29.6,3410,https://hdd.userbenchmark.com/SpeedTest/3594/ST3160811AS
HDD,,Seagate,ST3802110AS 80GB,749,29.6,252,https://hdd.userbenchmark.com/SpeedTest/2586/ST3802110AS
HDD,,WD,WD3200JD-22K 320GB,750,29.6,512,https://hdd.userbenchmark.com/SpeedTest/6647/WDC-WD3200JD-22K
HDD,,Seagate,ST380211AS 80GB,751,29.6,530,https://hdd.userbenchmark.com/SpeedTest/2053/ST380211AS
HDD,,Maxtor,6V200E0 204GB,752,29.5,1097,https://hdd.userbenchmark.com/SpeedTest/1837/Maxtor-6V200E0
HDD,,Seagate,ST3300622AS 300GB,753,29.5,508,https://hdd.userbenchmark.com/SpeedTest/2993/ST3300622AS
HDD,,Hitachi,HTS545025B9A300 250GB,754,29.5,4946,https://hdd.userbenchmark.com/SpeedTest/1535/Hitachi-HTS545025B9A300
HDD,,Seagate,ST380815AS 80GB,755,29.4,10991,https://hdd.userbenchmark.com/SpeedTest/637/ST380815AS
HDD,,Maxtor,STM3160211AS 160GB,756,29.4,963,https://hdd.userbenchmark.com/SpeedTest/8177/MAXTOR-STM3160211AS
HDD,,WD,WD3200KS-00PFB0 320GB,757,29.4,2113,https://hdd.userbenchmark.com/SpeedTest/676/WDC-WD3200KS-00PFB0
HDD,,Seagate,ST3808110AS 80GB,758,29.3,1849,https://hdd.userbenchmark.com/SpeedTest/4753/ST3808110AS
HDD,,Toshiba,MK5065GSX 500GB,759,29.3,2436,https://hdd.userbenchmark.com/SpeedTest/252/TOSHIBA-MK5065GSX
HDD,,WD,WD3200YS-01PGB0 320GB,760,29.3,671,https://hdd.userbenchmark.com/SpeedTest/3238/WDC-WD3200YS-01PGB0
HDD,,WD,WD2500YD-01NVB1 251GB,761,29.2,344,https://hdd.userbenchmark.com/SpeedTest/8909/WDC-WD2500YD-01NVB1
HDD,,Seagate,ST3400633AS 400GB,762,29.2,318,https://hdd.userbenchmark.com/SpeedTest/6724/ST3400633AS
HDD,,Seagate,ST3160215AS 160GB,763,29.1,3281,https://hdd.userbenchmark.com/SpeedTest/3966/ST3160215AS
HDD,WD3200BEVT,WD,Blue 2.5 320GB (2009),764,29.1,21336,https://hdd.userbenchmark.com/SpeedTest/2273/WDC-WD3200BEVT-22ZCT0
HDD,,Seagate,ST3160815A 160GB,765,28.9,504,https://hdd.userbenchmark.com/SpeedTest/1808/ST3160815A
HDD,,Maxtor,STM3160215AS 160GB,766,28.9,4025,https://hdd.userbenchmark.com/SpeedTest/1296/MAXTOR-STM3160215AS
HDD,,Hitachi,HDS721680PLA380 80GB,767,28.9,1614,https://hdd.userbenchmark.com/SpeedTest/4750/Hitachi-HDS721680PLA380
HDD,,Maxtor,STM380215AS 80GB,768,28.8,1255,https://hdd.userbenchmark.com/SpeedTest/2696/MAXTOR-STM380215AS
HDD,,Toshiba,MK2555GSX 250GB,769,28.8,2978,https://hdd.userbenchmark.com/SpeedTest/2698/TOSHIBA-MK2555GSX
HDD,,Hitachi,HTS543225A7A384 250GB,770,28.8,1167,https://hdd.userbenchmark.com/SpeedTest/9742/Hitachi-HTS543225A7A384
HDD,,Maxtor,7L250S0 251GB,771,28.8,239,https://hdd.userbenchmark.com/SpeedTest/4393/Maxtor--7L250S0
HDD,,Maxtor,6L160M0 160GB,772,28.8,321,https://hdd.userbenchmark.com/SpeedTest/4958/Maxtor-6L160M0
HDD,,WD,WD1600YS-18SHB2 160GB,773,28.7,154,https://hdd.userbenchmark.com/SpeedTest/10150/WDC-WD1600YS-18SHB2
HDD,,Toshiba,MK5076GSX 500GB,774,28.7,3950,https://hdd.userbenchmark.com/SpeedTest/2073/TOSHIBA-MK5076GSX
HDD,,Seagate,ST3250624AS 250GB,775,28.7,500,https://hdd.userbenchmark.com/SpeedTest/6831/ST3250624AS
HDD,,WD,WD4000YR-01PLB0 400GB,776,28.7,154,https://hdd.userbenchmark.com/SpeedTest/3948/WDC-WD4000YR-01PLB0
HDD,,Seagate,ST3400832A 400GB,777,28.6,110,https://hdd.userbenchmark.com/SpeedTest/2624/ST3400832A
HDD,,WD,WD3200BMVS-11F9S0 320GB,778,28.6,90,https://hdd.userbenchmark.com/SpeedTest/10626/WDC-WD3200BMVS-11F9S0
HDD,,WD,WD4000KD-00NAB0 400GB,779,28.6,125,https://hdd.userbenchmark.com/SpeedTest/2338/WDC-WD4000KD-00NAB0
HDD,,Samsung,SP2514N 250GB,780,28.6,464,https://hdd.userbenchmark.com/SpeedTest/4577/SAMSUNG-SP2514N
HDD,,WD,WD1600YS-01SHB1 165GB,781,28.5,646,https://hdd.userbenchmark.com/SpeedTest/10600/WDC-WD1600YS-01SHB1
HDD,,Hitachi,HTS54323 320GB,782,28.4,207,https://hdd.userbenchmark.com/SpeedTest/7228/Hitachi-HTS54323
HDD,,Hitachi,HTS722020K9SA00 200GB,783,28.4,149,https://hdd.userbenchmark.com/SpeedTest/10167/Hitachi-HTS722020K9SA00
HDD,,Hitachi,HDT725032VLAT80 320GB,784,28.4,125,https://hdd.userbenchmark.com/SpeedTest/5147/Hitachi-HDT725032VLAT80
HDD,WD2500BEVT,WD,Blue 2.5 250GB (2009),785,28.4,10868,https://hdd.userbenchmark.com/SpeedTest/2695/WDC-WD2500BEVT-00ZCT0
HDD,,WD,WD3200JS-63PDB1 320GB,786,28.4,2141,https://hdd.userbenchmark.com/SpeedTest/4071/WDC-WD3200JS-63PDB1
HDD,,Seagate,ST3250823A 250GB,787,28.3,168,https://hdd.userbenchmark.com/SpeedTest/4671/ST3250823A
HDD,,Maxtor,6L300S0 300GB,788,28.3,1419,https://hdd.userbenchmark.com/SpeedTest/2242/Maxtor-6L300S0
HDD,,Hitachi,HTS545032B9A300 320GB,789,28.3,8769,https://hdd.userbenchmark.com/SpeedTest/1389/Hitachi-HTS545032B9A300
HDD,,Seagate,ST3160215A 160GB,790,28.3,594,https://hdd.userbenchmark.com/SpeedTest/4962/ST3160215A
HDD,,Maxtor,6 L300S0 300GB,791,28.2,106,https://hdd.userbenchmark.com/SpeedTest/9919/Maxtor-6-L300S0
HDD,,Maxtor,6B200M0 204GB,792,28.2,792,https://hdd.userbenchmark.com/SpeedTest/2239/Maxtor-6B200M0
HDD,,Maxtor,7L250S0 250GB,793,28.2,405,https://hdd.userbenchmark.com/SpeedTest/5847/Maxtor-7L250S0
HDD,,WD,WD25 00JS-58NCB1 250GB,794,28.2,11420,https://hdd.userbenchmark.com/SpeedTest/2392/WDC-WD25-00JS-58NCB1
HDD,,Seagate,ST9320325AS 320GB,795,28.1,11140,https://hdd.userbenchmark.com/SpeedTest/2223/ST9320325AS
HDD,,WD,WD2500YS-01SHB1 251GB,796,28.1,1328,https://hdd.userbenchmark.com/SpeedTest/3947/WDC-WD2500YS-01SHB1
HDD,,Seagate,ST380215AS 80GB,797,28.1,1727,https://hdd.userbenchmark.com/SpeedTest/6286/ST380215AS
HDD,,Maxtor,7L300S0 300GB,798,28,213,https://hdd.userbenchmark.com/SpeedTest/2130/Maxtor-7L300S0
HDD,,Hitachi,HDT722525DLA380 250GB,799,28,2176,https://hdd.userbenchmark.com/SpeedTest/1390/HDT722525DLA380
HDD,,Seagate,ST3300831AS 300GB,800,28,930,https://hdd.userbenchmark.com/SpeedTest/1777/ST3300831AS
HDD,,Hitachi,HTS545032B9A 320GB,801,28,133,https://hdd.userbenchmark.com/SpeedTest/5973/Hitachi-HTS545032B9A
HDD,,Seagate,ST3250824AS 250GB,802,28,3122,https://hdd.userbenchmark.com/SpeedTest/2131/ST3250824AS
HDD,,Maxtor,STM3160215A 160GB,803,27.9,440,https://hdd.userbenchmark.com/SpeedTest/9767/MAXTOR-STM3160215A
HDD,,WD,WD2500KS-00MJB0 250GB,804,27.8,5736,https://hdd.userbenchmark.com/SpeedTest/1521/WDC-WD2500KS-00MJB0
HDD,,Maxtor,6L200M0 200GB,805,27.8,348,https://hdd.userbenchmark.com/SpeedTest/6596/Maxtor-6L200M0
HDD,,Seagate,ST3200827AS 200GB,806,27.7,1639,https://hdd.userbenchmark.com/SpeedTest/2117/ST3200827AS
HDD,ST9200420AS,Seagate,Momentus 2.5 200GB,807,27.7,322,https://hdd.userbenchmark.com/SpeedTest/6639/ST9200420AS
HDD,,Seagate,ST925032 0AS 250GB,808,27.7,854,https://hdd.userbenchmark.com/SpeedTest/4392/ST925032-0AS
HDD,,Seagate,ST312081 2AS 120GB,809,27.6,9,https://hdd.userbenchmark.com/SpeedTest/13081/ST312081-2AS
HDD,WD2500BPVT,WD,Blue 2.5 250GB (2010),810,27.6,1406,https://hdd.userbenchmark.com/SpeedTest/2517/WDC-WD2500BPVT-75JJ5T0
HDD,,WD,WD2000JS-00MHB0 200GB,811,27.6,1714,https://hdd.userbenchmark.com/SpeedTest/1235/WDC-WD2000JS-00MHB0
HDD,WD800BEVT,WD,Blue 2.5 80GB (2009),812,27.5,241,https://hdd.userbenchmark.com/SpeedTest/1891/WDC-WD800BEVT-75ZCT1
HDD,,Hitachi,HDT725025VLA380 250GB,813,27.5,4055,https://hdd.userbenchmark.com/SpeedTest/1140/Hitachi-HDT725025VLA380
HDD,,Hitachi,HDS721616PLAT80 160GB,814,27.5,138,https://hdd.userbenchmark.com/SpeedTest/6818/Hitachi-HDS721616PLAT80
HDD,,WD,WD3200BEVS-16VAT0 320GB,815,27.4,942,https://hdd.userbenchmark.com/SpeedTest/3173/WDC-WD3200BEVS-16VAT0
HDD,,Seagate,ST3160215SCE 160GB,816,27.3,1369,https://hdd.userbenchmark.com/SpeedTest/9361/ST3160215SCE
HDD,,Maxtor,6Y120L0 120GB,817,27.3,8,https://hdd.userbenchmark.com/SpeedTest/9085/Maxtor-6Y120L0
HDD,,Maxtor,6B250S0 251GB,818,27.3,233,https://hdd.userbenchmark.com/SpeedTest/3399/Maxtor-6B250S0
HDD,,Seagate,ST380811AS 80GB,819,27.3,1876,https://hdd.userbenchmark.com/SpeedTest/2147/ST380811AS
HDD,,Maxtor,6L200M0 204GB,820,27.2,959,https://hdd.userbenchmark.com/SpeedTest/2656/Maxtor-6L200M0
HDD,,Seagate,ST3160212AS 160GB,821,27.2,1068,https://hdd.userbenchmark.com/SpeedTest/6800/ST3160212AS
