Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,VTR150-25SAT3-120G,OCZ,Vector 150 120GB,340,85.5,963,https://ssd.userbenchmark.com/OCZ-Vector-150-120GB/Rating/2242
SSD,ASX930SS3-240GM-C,Adata,XPG SX930 240GB,341,85.5,848,https://ssd.userbenchmark.com/Adata-XPG-SX930-240GB/Rating/3636
SSD,SDSSDHII-960G-G25,SanDisk,Ultra II 960GB,342,85.5,17420,https://ssd.userbenchmark.com/SanDisk-Ultra-II-960GB/Rating/3582
SSD,PI240GS325SSDR,Patriot,Ignite 240GB,343,85.4,339,https://ssd.userbenchmark.com/Patriot-Ignite-240GB/Rating/3573
SSD,SDSSDH3-250G-G25,SanDisk,Ultra 3D 250GB,344,85.4,2818,https://ssd.userbenchmark.com/SanDisk-Ultra-3D-250GB/Rating/3952
SSD,SD8SB8U-1T00-1122,SanDisk,X400 1TB,345,85.4,1183,https://ssd.userbenchmark.com/SpeedTest/66487/SanDisk-SD8SB8U1T001122
SSD,CSSD-N240GBXT,Corsair,Neutron XT 240GB,346,85.4,1139,https://ssd.userbenchmark.com/Corsair-Neutron-XT-240GB/Rating/3277
SSD,THNSNJ256GCST,Toshiba,Q Series Pro 256GB,347,85.3,1173,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,VTR180-25SAT3-120G,Toshiba,OCZ VT180 120GB,348,85.3,29,https://ssd.userbenchmark.com/SpeedTest/172941/TOSHIBA-VT180
SSD,ST480HM000,Seagate,600 480GB,349,85.3,816,https://ssd.userbenchmark.com/SpeedTest/2966/ST480HM000-1G5162
SSD,VX500-25SAT3-256G,Toshiba,OCZ VX500 256GB,350,85.2,109,https://ssd.userbenchmark.com/SpeedTest/193061/TOSHIBA-VX500
SSD,CT525MX300SSD4,Crucial,MX300 SATA M.2 525GB,351,85.2,11739,https://ssd.userbenchmark.com/SpeedTest/174014/Crucial-CT525MX300SSD4
SSD,PX-512M5P,Plextor,M5 Pro 512GB,352,85.1,383,https://ssd.userbenchmark.com/SpeedTest/1262/PLEXTOR-PX-512M5Pro
SSD,CT500MX200SSD3,Crucial,MX200 mSATA 500GB,353,85.1,394,https://ssd.userbenchmark.com/SpeedTest/24060/Crucial-CT500MX200SSD3
SSD,PI960GS25SSDR,Patriot,Ignite 960GB,354,84.9,133,https://ssd.userbenchmark.com/Patriot-Ignite-960GB/Rating/3575
SSD,CT250MX200SSD3,Crucial,MX200 mSATA 250GB,355,84.8,768,https://ssd.userbenchmark.com/SpeedTest/29438/Crucial--CT250MX200SSD3
SSD,TS512GMTS800,Transcend,MTS800 M.2 512GB,356,84.7,403,https://ssd.userbenchmark.com/SpeedTest/22251/TS512GMTS800
SSD,SSDSC2BP240G410,Intel,730 Series 240GB,357,84.6,4817,https://ssd.userbenchmark.com/Intel-730-Series-240GB/Rating/2031
SSD,PX-128M6Pro,Plextor,M6 Pro 128GB,358,84.5,591,https://ssd.userbenchmark.com/SpeedTest/14853/PLEXTOR-PX-128M6Pro
SSD,MKNSSDE3480GB,Mushkin,ECO3 480GB,359,84.4,1757,https://ssd.userbenchmark.com/SpeedTest/82715/MKNSSDE3480GB
SSD,SSD7CS900-960-RB,PNY,CS900 960GB,360,84.4,903,https://ssd.userbenchmark.com/SpeedTest/443150/PNY-CS900-960GB-SSD
SSD,ZTSSD-A5P-240G-PE,Zotac,Premium Edition 240GB,361,84.3,869,https://ssd.userbenchmark.com/Zotac-Premium-Edition-240GB/Rating/3598
SSD,,Micron,M600 SATA M.2 256GB,362,84.3,1758,https://ssd.userbenchmark.com/SpeedTest/22043/Micron-M600-MTFDDAV256MBF
SSD,SDSSDXP-120G-G25,SanDisk,Extreme II 120GB,363,84.1,1539,https://ssd.userbenchmark.com/SanDisk-Extreme-II-120GB/Rating/1889
SSD,,Samsung,MZ7PD256HAFV-000H7 256GB,364,84.1,1960,https://ssd.userbenchmark.com/SpeedTest/4570/SAMSUNG-MZ7PD256HAFV-000H7
SSD,,Apple,SM0256F 251GB,365,84,111,https://ssd.userbenchmark.com/SpeedTest/3466/APPLE-SSD-SM0256F
SSD,CT1000MX200SSD1,Crucial,MX200 1TB,366,83.9,1930,https://ssd.userbenchmark.com/Crucial-MX200-1TB/Rating/3578
SSD,GP-GSTFS30256GTTD,Gigabyte,UD PRO 256GB,367,83.9,948,https://ssd.userbenchmark.com/SpeedTest/514244/GIGABYTE-GP-GSTFS30256GTTD
SSD,SKC400S37/256G,Kingston,SSDNow KC400 256GB,368,83.7,1487,https://ssd.userbenchmark.com/SpeedTest/79042/KINGSTON-SKC400S37256G
SSD,SD8SB8U-512G-1122,SanDisk,X400 512GB,369,83.7,4733,https://ssd.userbenchmark.com/SpeedTest/74118/SanDisk-SD8SB8U512G1122
SSD,VTX460A-25SAT3-120G,OCZ,Vertex 460A 120GB,370,83.7,639,https://ssd.userbenchmark.com/OCZ-Vertex-460A-120GB/Rating/3490
SSD,CSSD-F256GBLX,Corsair,Force LX 256GB,371,83.7,1366,https://ssd.userbenchmark.com/SpeedTest/13556/CORSAIR-FORCE-LX-SSD
SSD,MKNSSDTR480GB,Mushkin,Triactor 480GB,372,83.6,1037,https://ssd.userbenchmark.com/SpeedTest/80762/MKNSSDTR480GB
SSD,VTX460-25SAT3-120G,OCZ,Vertex 460 120GB,373,83.6,841,https://ssd.userbenchmark.com/OCZ-Vertex-460-120GB/Rating/3488
SSD,WDS250G1B0B,WD,Blue SATA M.2 250GB,374,83.5,4185,https://ssd.userbenchmark.com/SpeedTest/190515/WDC-WDS250G1B0B-00AS40
SSD,VX500-25SAT3-128G,Toshiba,OCZ VX500 128GB,375,83.5,77,https://ssd.userbenchmark.com/SpeedTest/194663/TOSHIBA-VX500
SSD,THNSNH512GBST,Toshiba,HG5d Q Series 512GB,376,83.4,344,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,WDS250G1B0A,WD,Blue 250GB,377,83.1,14649,https://ssd.userbenchmark.com/SpeedTest/191455/WDC-WDS250G1B0A-00H9H0
SSD,,Samsung,SM841N 2.5 7mm 256GB,378,83.1,1345,https://ssd.userbenchmark.com/SpeedTest/12586/SAMSUNG-SSD-SM841N-25-7mm-256GB
SSD,HDTS312XZSTA,Toshiba,Q Series Pro 128GB,379,83,1265,https://ssd.userbenchmark.com/Toshiba-Q-Series-Pro-128GB/Rating/1943
SSD,VTR1-25SAT3-128G,OCZ,Vector 128GB,380,83,1119,https://ssd.userbenchmark.com/SpeedTest/4023/OCZ-VECTOR
SSD,CT256MX100SSD1,Crucial,MX100 256GB,381,83,34354,https://ssd.userbenchmark.com/Crucial-MX100-256GB/Rating/2317
SSD,SSDSC2KW480H6,Intel,540s Series 480GB,382,82.9,2201,https://ssd.userbenchmark.com/SpeedTest/128513/INTEL-SSDSC2KW480H6
SSD,HDTS748EZSTA,Toshiba,Q300 480GB,383,82.9,3249,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300
SSD,MKNSSDST480GB,Mushkin,Striker 480GB,384,82.9,165,https://ssd.userbenchmark.com/SpeedTest/24686/MKNSSDST480GB
SSD,ASU800SS-128GT-C,Adata,Ultimate SU800 128GB,385,82.8,18132,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-128GB/Rating/3911
SSD,CT500MX200SSD1,Crucial,MX200 500GB,386,82.8,9316,https://ssd.userbenchmark.com/Crucial-MX200-500GB/Rating/3504
SSD,CSSD-N480GBGTXB-BK,Corsair,Neutron GTX 480GB,387,82.8,335,https://ssd.userbenchmark.com/SpeedTest/9137/Corsair-Neutron-GTX-SSD
SSD,ARC100-25SAT3-120G,OCZ,ARC 100 120GB,388,82.8,2635,https://ssd.userbenchmark.com/OCZ-ARC-100-120GB/Rating/3487
SSD,ST240HM000,Seagate,600 240GB,389,82.8,2033,https://ssd.userbenchmark.com/Seagate-600-240GB/Rating/1601
SSD,,Apple,SM0512F 500GB,390,82.8,165,https://ssd.userbenchmark.com/SpeedTest/9630/APPLE-SSD-SM0512F
SSD,,Plextor,PX-256M6M 256GB,391,82.7,219,https://ssd.userbenchmark.com/SpeedTest/9887/PLEXTOR-PX-256M6M
SSD,,Liteonit,LCS-256L9S-11 2.5 7mm 256GB,392,82.6,2416,https://ssd.userbenchmark.com/SpeedTest/11259/LITEONIT-LCS-256L9S-11-25-7mm-256GB
SSD,SDSSDHII-240G-G25,SanDisk,Ultra II 240GB,393,82.4,34884,https://ssd.userbenchmark.com/SanDisk-Ultra-II-240GB/Rating/2548
SSD,CSSD-N240GBGTXB-BK,Corsair,Neutron GTX 240GB,394,82.2,2290,https://ssd.userbenchmark.com/Corsair-Neutron-GTX-240GB/Rating/1404
SSD,ASP610SS3-256GM-C,Adata,Premier SP610 256GB,395,82.1,1229,https://ssd.userbenchmark.com/Adata-Premier-SP610-256GB/Rating/3281
SSD,2AP97AA#ABL,HP,S700 Pro 128GB,396,82,302,https://ssd.userbenchmark.com/SpeedTest/300937/HP-SSD-S700-Pro
SSD,,Samsung,SM841 2.5 7mm 256GB,397,81.9,1561,https://ssd.userbenchmark.com/SpeedTest/4650/SAMSUNG-SSD-SM841-25--7mm-256GB
SSD,,Toshiba,THNSNH512GCST 512GB,398,81.9,186,https://ssd.userbenchmark.com/SpeedTest/12185/TOSHIBA-THNSNH512GCST
SSD,SSDSC2BB480G4,Intel,S3500 Series 480GB,399,81.9,517,https://ssd.userbenchmark.com/SpeedTest/16864/INTEL-SSDSC2BB480G4
SSD,CT960M500SSD1,Crucial,M500 960GB,400,81.8,2524,https://ssd.userbenchmark.com/SpeedTest/2379/Crucial-CT960M500SSD1
SSD,SD7SB3Q-128G-1002,SanDisk,X300s Non-Secure 256GB,401,81.7,1507,https://ssd.userbenchmark.com/SpeedTest/20604/SanDisk-SD7SB3Q256G1002
SSD,SHSS37A/480G,HyperX,Savage 480GB,402,81.7,135,https://ssd.userbenchmark.com/HyperX-Savage-480GB/Rating/3602
SSD,CSSD-P256GBP-BK,Corsair,Performance Pro 256GB,403,81.6,204,https://ssd.userbenchmark.com/Corsair-Performance-Pro-256GB/Rating/45
SSD,PX-128M5P,Plextor,M5 Pro 128GB,404,81.6,2856,https://ssd.userbenchmark.com/Plextor-M5-Pro-128GB/Rating/1893
SSD,,Samsung,MZ7PD128HAFV-000 128GB,405,81.6,855,https://ssd.userbenchmark.com/SpeedTest/9510/SAMSUNG-MZ7PD128HAFV-000
SSD,HDTS412XZSTA,Toshiba,Q300 Pro 128GB,406,81.6,166,https://ssd.userbenchmark.com/SpeedTest/41261/TOSHIBA-Q300-Pro
SSD,SKC400S37/1T,Kingston,SSDNow KC400 1TB,407,81.6,388,https://ssd.userbenchmark.com/SpeedTest/127752/KINGSTON-SKC400S371T
SSD,TS512GMTS600,Transcend,MTS600 M.2 512GB,408,81.5,67,https://ssd.userbenchmark.com/SpeedTest/13460/TS512GMTS600
SSD,SDSSDHP-256G-G25,SanDisk,Ultra Plus 256GB,409,81.5,10394,https://ssd.userbenchmark.com/SanDisk-Ultra-Plus-256GB/Rating/1511
SSD,MKNSSDRE256GB,Mushkin,Reactor 256GB,410,81.4,570,https://ssd.userbenchmark.com/SpeedTest/30195/MKNSSDRE256GB
SSD,,Liteonit,LCS-256M6S 2.5 7mm 256GB,411,81.3,5798,https://ssd.userbenchmark.com/SpeedTest/2535/LITEONIT-LCS-256M6S-25-7mm-256GB
SSD,SD6SB2M-256G-1022I,SanDisk,X210 256GB,412,81.2,140,https://ssd.userbenchmark.com/SpeedTest/2244/SanDisk-SD6SB2M256G1022I
SSD,SD6SB2M-512G-1022I,SanDisk,X210 512GB,413,81.2,755,https://ssd.userbenchmark.com/SpeedTest/16627/SanDisk-SD6SB2M512G1022I
SSD,SSDSC2KW010X6,Intel,540s Series 1TB,414,81.1,872,https://ssd.userbenchmark.com/SpeedTest/123180/INTEL-SSDSC2KW010X6
SSD,HDTS425XZSTA,Toshiba,Q300 Pro 256GB,415,81.1,871,https://ssd.userbenchmark.com/SpeedTest/35467/TOSHIBA-Q300-Pro
SSD,THNSNS240GBSP,Toshiba,THNSNS Series 240GB,416,81.1,69,https://ssd.userbenchmark.com/SpeedTest/4786/TOSHIBA-THNSNS240GBSP
SSD,ASP550SS3-480GM-C,Adata,Premier SP550 480GB,417,80.9,4978,https://ssd.userbenchmark.com/Adata-Premier-SP550-480GB/Rating/3624
SSD,THNSNH128GBST,Toshiba,HG5d Q Series 128GB,418,80.8,2024,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST
SSD,CSSD-N256GB3-BK,Corsair,Neutron 256GB,419,80.8,747,https://ssd.userbenchmark.com/SpeedTest/2557/Corsair-Neutron-SSD
SSD,CT480M500SSD1,Crucial,M500 480GB,420,80.8,4542,https://ssd.userbenchmark.com/SpeedTest/2643/Crucial-CT480M500SSD1
SSD,,Liteonit,LMT-256L9M-11 MSATA 256GB,421,80.8,1299,https://ssd.userbenchmark.com/SpeedTest/12690/LITEONIT-LMT-256L9M-11-MSATA-256GB
SSD,ASP920SS3-256GM-C,Adata,Premier Pro SP920 256GB,422,80.7,2013,https://ssd.userbenchmark.com/Adata-Premier-Pro-SP920-256GB/Rating/3454
SSD,CSSD-F240GBLEB,Corsair,Force LE 240GB,423,80.7,8264,https://ssd.userbenchmark.com/SpeedTest/42143/Corsair-Force-LE-SSD
SSD,TS256GSSD370,Transcend,SSD370 256GB,424,80.6,2688,https://ssd.userbenchmark.com/Transcend-SSD370-256GB/Rating/2701
SSD,SSD7CS1311-240-RB,PNY,CS1311 240GB,425,80.6,16942,https://ssd.userbenchmark.com/PNY-CS1311-240GB/Rating/3615
SSD,SD7SB6S-256G-1122,SanDisk,X300 256GB,426,80.5,1292,https://ssd.userbenchmark.com/SpeedTest/19618/SanDisk-SD7SB6S256G1122
SSD,CT275MX300SSD4,Crucial,MX300 SATA M.2 275GB,427,80.4,10444,https://ssd.userbenchmark.com/SpeedTest/159989/Crucial-CT275MX300SSD4
SSD,SD8SB8U-256G-1122,SanDisk,X400 256GB,428,80.3,961,https://ssd.userbenchmark.com/SpeedTest/81834/SanDisk-SD8SB8U256G1122
SSD,TS256GMTS600,Transcend,MTS600 M.2 256GB,429,80.1,147,https://ssd.userbenchmark.com/SpeedTest/15991/TS256GMTS600
SSD,TS256GMTS400,Transcend,MTS400 M.2 256GB,430,80.1,773,https://ssd.userbenchmark.com/SpeedTest/18101/TS256GMTS400
SSD,THNSNJ128GCSU,Toshiba,HG6 128GB,431,80.1,2658,https://ssd.userbenchmark.com/SpeedTest/12239/TOSHIBA-THNSNJ128GCSU
SSD,HDTS225XZSTA,Toshiba,HG5d Q Series 256GB,432,80.1,1935,https://ssd.userbenchmark.com/Toshiba-HG5d-Q-Series-256GB/Rating/1624
SSD,SH103S3/240G,Kingston,HyperX 3K 240GB,433,80,15709,https://ssd.userbenchmark.com/Kingston-HyperX-3K-240GB/Rating/1818
SSD,,Plextor,PX-256M5S 256GB,434,79.9,1237,https://ssd.userbenchmark.com/SpeedTest/1304/PLEXTOR-PX-256M5S
SSD,RVD3X2-FHPX4-240G,OCZ,RevoDrive 3 X2 PCIe 240GB,435,79.7,739,https://ssd.userbenchmark.com/SpeedTest/6546/OCZ-REVODRIVE3-X2
SSD,SSDSC2CW240A3,Intel,520 Series 240GB,436,79.7,9264,https://ssd.userbenchmark.com/SpeedTest/3641/INTEL-SSDSC2CW240A3
SSD,ASP920SS3-512GM-C,Adata,Premier Pro SP920 512GB,437,79.6,192,https://ssd.userbenchmark.com/SpeedTest/26813/ADATA-SP920SS
SSD,,Plextor,PX-256M3P 256GB,438,79.6,100,https://ssd.userbenchmark.com/SpeedTest/3332/PLEXTOR-PX-256M3P
SSD,,Liteonit,LCS-512M6S 2.5 7mm 512GB,439,79.6,655,https://ssd.userbenchmark.com/SpeedTest/4103/LITEONIT-LCS-512M6S-25-7mm-512GB
SSD,,Liteonit,LMT-256 256GB,440,79.5,146,https://ssd.userbenchmark.com/SpeedTest/6096/LITEONIT-LITEONIT-LMT-256
SSD,MZ-MTE120BW,Samsung,840 Evo mSATA 120GB,441,79.5,539,https://ssd.userbenchmark.com/SpeedTest/5728/Samsung-SSD-840-EVO-120GB-mSATA
SSD,CT275MX300SSD1,Crucial,MX300 275GB,442,79.4,36592,https://ssd.userbenchmark.com/Crucial-MX300-275GB/Rating/3642
SSD,SSDSC2BW240H601,Intel,535 Series 240GB,443,79.4,5421,https://ssd.userbenchmark.com/Intel-535-Series-240GB/Rating/3500
SSD,SSD7CS900-480-RB,PNY,CS900 480GB,444,79.3,3553,https://ssd.userbenchmark.com/SpeedTest/195106/PNY-CS900-480GB-SSD
SSD,ASP550SS3-240GM-C,Adata,Premier SP550 240GB,445,79.1,18138,https://ssd.userbenchmark.com/Adata-Premier-SP550-240GB/Rating/3623
SSD,TS256GMTS800,Transcend,MTS800 M.2 256GB,446,79,1347,https://ssd.userbenchmark.com/SpeedTest/20255/TS256GMTS800
SSD,,Adata,SP600 256GB,447,78.9,2502,https://ssd.userbenchmark.com/SpeedTest/8707/ADATA-SP600
SSD,SA400S37/480G,Kingston,A400 480GB,448,78.8,33372,https://ssd.userbenchmark.com/SpeedTest/296710/KINGSTON-SA400S37480G
SSD,TS256GSSD340,Transcend,SSD340 256GB,449,78.8,1137,https://ssd.userbenchmark.com/SpeedTest/3495/TS256GSSD340
SSD,,Samsung,SM841 2.5 7mm 128GB,450,78.8,2362,https://ssd.userbenchmark.com/SpeedTest/5663/SAMSUNG-SSD-SM841-25--7mm-128GB
SSD,SSD2SC240G1SA754D117,PNY,Optima 240GB,451,78.7,519,https://ssd.userbenchmark.com/SpeedTest/7567/SSD2SC240G1SA754D117-443
SSD,CSSD-F240GBGS-BK,Corsair,Force GS 240GB,452,78.7,2500,https://ssd.userbenchmark.com/SpeedTest/2047/Corsair-Force-GS
SSD,SD6SB1M-256G-1022I,SanDisk,X110 256GB,453,78.6,3149,https://ssd.userbenchmark.com/SpeedTest/6828/SanDisk-SD6SB1M256G1022I
SSD,MTFDDAK480MBB,Micron,M500DC 480GB,454,78.6,97,https://ssd.userbenchmark.com/SpeedTest/21867/Micron-M500DC-MT
SSD,TRN150-25SAT3-240G,OCZ,Trion 150 240GB,455,78.5,9720,https://ssd.userbenchmark.com/OCZ-Trion-150-240GB/Rating/3619
SSD,CSSD-F240GBGT-BK,Corsair,Force GT 240GB,456,78.4,2371,https://ssd.userbenchmark.com/SpeedTest/1132/Corsair-Force-GT
SSD,CT960BX200SSD1,Crucial,BX200 960GB,457,78.4,689,https://ssd.userbenchmark.com/Crucial-BX200-960GB/Rating/3628
SSD,PX-256M5M,Plextor,M5M mSATA 256GB,458,78.4,309,https://ssd.userbenchmark.com/Plextor-M5M-mSATA-256GB/Rating/1626
SSD,THNSNJ128G8NU,Toshiba,HG6 SATA M.2 128GB,459,78.2,3604,https://ssd.userbenchmark.com/SpeedTest/14053/TOSHIBA-THNSNJ128G8NU
SSD,,Samsung,SM841 2.5 7mm 512GB,460,78.1,363,https://ssd.userbenchmark.com/SpeedTest/6119/SAMSUNG-SSD-SM841-25--7mm-512GB
SSD,SKC400S37/128G,Kingston,SSDNow KC400 128GB,461,78.1,452,https://ssd.userbenchmark.com/SpeedTest/78104/KINGSTON-SKC400S37128G
SSD,CT480BX200SSD1,Crucial,BX200 480GB,462,78.1,6300,https://ssd.userbenchmark.com/Crucial-BX200-480GB/Rating/3627
SSD,SSDSC2BB300G4,Intel,S3500 Series 300GB,463,78,231,https://ssd.userbenchmark.com/SpeedTest/9352/INTEL-SSDSC2BB300G4
SSD,ST240FP0021,Seagate,600 Pro 240GB,464,77.9,231,https://ssd.userbenchmark.com/SpeedTest/7447/ST240FP0021
SSD,CSSD-N240GB3-BK,Corsair,Neutron (v0) 240GB,465,77.9,261,https://ssd.userbenchmark.com/Corsair-Neutron-v0-240GB/Rating/1405
SSD,PX-256M3,Plextor,M3 256GB,466,77.9,180,https://ssd.userbenchmark.com/SpeedTest/3752/PLEXTOR-PX-256M3
SSD,,PNY,SSD2SC120G709A104-432278 120GB,468,77.9,82,https://ssd.userbenchmark.com/SpeedTest/7030/SSD2SC120G709A104-432278
SSD,,PNY,SSD2SC240GD4DH08B-T 240GB,469,77.7,77,https://ssd.userbenchmark.com/SpeedTest/7546/SSD2SC240GD4DH08B-T
SSD,SSDSC2CT240A4K5,Intel,335 Series 240GB,470,77.7,2382,https://ssd.userbenchmark.com/Intel-335-Series-240GB/Rating/1942
SSD,,Liteonit,LMT-256M6M 256GB,471,77.7,374,https://ssd.userbenchmark.com/SpeedTest/5242/LITEONIT-LMT-256M6M
SSD,,Plextor,PX-128M5 128GB,472,77.7,136,https://ssd.userbenchmark.com/SpeedTest/4068/PLEXTOR-PX-128M5
SSD,ASP550SS3-960GM-C,Adata,Premier SP550 960GB,473,77.6,510,https://ssd.userbenchmark.com/Adata-Premier-SP550-960GB/Rating/3625
SSD,CT480M500SSD3,Crucial,M500 mSATA 480GB,474,77.5,280,https://ssd.userbenchmark.com/SpeedTest/5698/Crucial-CT480M500SSD3
SSD,SDSSDHII-120G-G25,SanDisk,Ultra II 120GB,475,77.5,6558,https://ssd.userbenchmark.com/SanDisk-Ultra-II-120GB/Rating/3486
SSD,SSDSC2BW240A4,Intel,530 Series 240GB,476,77.4,9721,https://ssd.userbenchmark.com/SpeedTest/3104/INTEL-SSDSC2BW240A4
SSD,MKNSSDST240GB,Mushkin,Striker 240GB,477,77.3,81,https://ssd.userbenchmark.com/SpeedTest/36396/MKNSSDST240GB
SSD,,Plextor,PX-128M3P 128GB,478,77.2,170,https://ssd.userbenchmark.com/SpeedTest/3527/PLEXTOR-PX-128M3P
SSD,,Samsung,SM841 mSATA 256GB,479,77.1,801,https://ssd.userbenchmark.com/SpeedTest/4244/SAMSUNG-SSD-SM841-mSATA-256GB
SSD,VTX3-25SAT3-240G,OCZ,Vertex 3 240GB,480,77.1,2584,https://ssd.userbenchmark.com/SpeedTest/2653/OCZ-VERTEX3
SSD,,Toshiba,THNSNH128GCST 128GB,481,77.1,874,https://ssd.userbenchmark.com/SpeedTest/5795/TOSHIBA-THNSNH128GCST
SSD,CT960BX500SSD1,Crucial,BX500 960GB,482,76.9,1679,https://ssd.userbenchmark.com/SpeedTest/666214/CT960BX500SSD1
SSD,ASX900S3-256GM-C,Adata,XPG SX900 256GB,483,76.8,4232,https://ssd.userbenchmark.com/Adata-XPG-SX900-256GB/Rating/1819
SSD,SSDSC2KW240H6,Intel,540s Series 240GB,484,76.8,4757,https://ssd.userbenchmark.com/SpeedTest/125849/INTEL-SSDSC2KW240H6
SSD,SKC300S37A/240G,Kingston,SSDNow KC300 240GB,485,76.8,1125,https://ssd.userbenchmark.com/SpeedTest/8366/KINGSTON-SKC300S37A240G
SSD,R3SL240G,AMD,Radeon R3 240GB,486,76.7,2589,https://ssd.userbenchmark.com/SpeedTest/134613/R3SL240G
SSD,SSD7CS1311-120-RB,PNY,CS1311 120GB,487,76.7,7389,https://ssd.userbenchmark.com/PNY-CS1311-120GB/Rating/3614
SSD,TS256GMSA370,Transcend,MSA370 mSATA 256GB,488,76.7,147,https://ssd.userbenchmark.com/SpeedTest/16272/TS256GMSA370
SSD,THNSNJ128GMCU,Toshiba,HG6 mSATA 128GB,489,76.5,1891,https://ssd.userbenchmark.com/SpeedTest/10610/TOSHIBA-THNSNJ128GMCU
SSD,MKNSSDE3240GB,Mushkin,ECO3 240GB,490,76.4,597,https://ssd.userbenchmark.com/SpeedTest/82991/MKNSSDE3240GB
SSD,CT240M500SSD1,Crucial,M500 240GB,491,76.3,20302,https://ssd.userbenchmark.com/Crucial-M500-240GB/Rating/1551
SSD,VTX3MI-25SAT3-240G,OCZ,Vertex 3 MAX IOPS 240GB,492,76.3,895,https://ssd.userbenchmark.com/OCZ-Vertex-3-MAX-IOPS-240GB/Rating/376
SSD,,Geil,Zenith A3 240GB,493,76.3,42,https://ssd.userbenchmark.com/SpeedTest/22706/GeIL-ZENITH-A3-240GB
SSD,SH100S3/240G,Kingston,HyperX 240GB,494,76.3,530,https://ssd.userbenchmark.com/Kingston-HyperX-240GB/Rating/1327
SSD,2DP98AA#ABC,HP,S700 250GB,495,76.3,1882,https://ssd.userbenchmark.com/SpeedTest/332066/HP-SSD-S700-250GB
SSD,SDSSDHP-128G-G25,SanDisk,Ultra Plus 128GB,496,76.2,10010,https://ssd.userbenchmark.com/SanDisk-Ultra-Plus-128GB/Rating/1887
SSD,ASP550SS3-120GM-C,Adata,Premier SP550 120GB,497,76.1,10310,https://ssd.userbenchmark.com/Adata-Premier-SP550-120GB/Rating/3622
SSD,CT240BX200SSD1,Crucial,BX200 240GB,498,76,20795,https://ssd.userbenchmark.com/Crucial-BX200-240GB/Rating/3626
SSD,SD7SB6S-128G-1122,SanDisk,X300 128GB,499,76,1830,https://ssd.userbenchmark.com/SpeedTest/20791/SanDisk-SD7SB6S128G1122
SSD,TRN150-25SAT3-120G,OCZ,Trion 150 120GB,500,76,2180,https://ssd.userbenchmark.com/OCZ-Trion-150-120GB/Rating/3618
SSD,,Liteonit,LCT-256M3S 2.5 7mm 256GB,501,75.9,1293,https://ssd.userbenchmark.com/SpeedTest/2666/LITEONIT-LCT-256M3S-25-7mm-256GB
SSD,SSD7CS900-240-RB,PNY,CS900 240GB,502,75.9,13907,https://ssd.userbenchmark.com/SpeedTest/180142/PNY-CS900-240GB-SSD
SSD,,Liteonit,LCS-128L9S-11 2.5 7mm 128GB,503,75.8,314,https://ssd.userbenchmark.com/SpeedTest/8908/LITEON-IT-LCS-128L9S-11-25-7mm-128GB
SSD,SSDSC2KW128G8,Intel,545s Series 128GB,504,75.8,1278,https://ssd.userbenchmark.com/SpeedTest/372338/INTEL-SSDSC2KW128G8
SSD,SDSSDX-240G-G25,SanDisk,Extreme 240GB,505,75.7,4416,https://ssd.userbenchmark.com/SanDisk-Extreme-240GB/Rating/1328
SSD,,Apple,SD0256F 251GB,506,75.7,197,https://ssd.userbenchmark.com/SpeedTest/6365/APPLE-SSD-SD0256F
SSD,CT120BX100SSD1,Crucial,BX100 120GB,507,75.7,4060,https://ssd.userbenchmark.com/Crucial-BX100-120GB/Rating/3489
SSD,CT128MX100SSD1,Crucial,MX100 128GB,508,75.7,6459,https://ssd.userbenchmark.com/Crucial-MX100-128GB/Rating/2618
SSD,CSSD-F128GBGS-BK,Corsair,Force GS 128GB,509,75.7,3942,https://ssd.userbenchmark.com/SpeedTest/3191/Corsair-Force-GS
SSD,THNSNJ256GMCU,Toshiba,HG6 mSATA 256GB,510,75.6,1009,https://ssd.userbenchmark.com/SpeedTest/10622/TOSHIBA-THNSNJ256GMCU
SSD,,SK,hynix SH920 2.5 256GB,511,75.5,1337,https://ssd.userbenchmark.com/SpeedTest/6594/SK--hynix-SH920-25
SSD,CSSD-N120GBGTXB-BK,Corsair,Neutron GTX 120GB,512,75.4,1817,https://ssd.userbenchmark.com/SpeedTest/1081/Corsair-Neutron-GTX-SSD
SSD,,Patriot,Blast 240GB,513,75.2,2841,https://ssd.userbenchmark.com/SpeedTest/33423/Patriot-Blast
SSD,MKNSSDCR240GB-DX,Mushkin,Chronos Deluxe 240GB,514,75.2,956,https://ssd.userbenchmark.com/Mushkin-Chronos-Deluxe-240GB/Rating/1820
SSD,SD7UB2Q-512G-1022,SanDisk,X300s SATA 512GB,515,75.2,46,https://ssd.userbenchmark.com/SpeedTest/16017/SanDisk-SD7UB2Q512G1122
SSD,ASP900S3-256GM-C,Adata,SP900 256GB,516,75.1,5127,https://ssd.userbenchmark.com/SpeedTest/3534/ADATA-SP900
